飞机转场记录号,"到达
日期","到达
时刻","到达
航班",到达类型,飞机型号,"出发
日期","出发
时刻","出发
航班",出发类型,"上线
机场","下线
机场",L,到达时刻,出发时刻,F_aI,F_aD,F_oI,F_oD,修正到达时刻,偏移出发时刻,修正出发时刻,到达相对时间min,出发相对时间min,占用开始索引,占用结束索引
PK474,2018-01-20 00:00:00, 8:25,NV3992,D,320,2018-01-20 00:00:00, 9:30,NV630,I,OLH,OHP,0,2018-01-20 08:25:00,2018-01-20 09:30:00,0,1,1,0,2018-01-20 08:25:00,2018-01-20 10:15:00,2018-01-20 10:15:00,505,615,101,123
PK475,2018-01-20 00:00:00, 8:35,NV6135,I,320,2018-01-20 00:00:00,10:20:00,NV3196,I,DFC,PLB,0,2018-01-20 08:35:00,2018-01-20 10:20:00,1,0,1,0,2018-01-20 08:35:00,2018-01-20 11:05:00,2018-01-20 11:05:00,515,665,103,133
PK476,2018-01-20 00:00:00, 8:35,*****,D,738,2018-01-20 00:00:00, 9:25,GN0408,D,***,DTY,0,2018-01-20 08:35:00,2018-01-20 09:25:00,0,1,0,1,2018-01-20 08:35:00,2018-01-20 10:10:00,2018-01-20 10:10:00,515,610,103,122
PK477,2018-01-20 00:00:00, 8:40,NV6577,D,320,2018-01-20 00:00:00, 9:50,NV6577,D,LIO,TIF,0,2018-01-20 08:40:00,2018-01-20 09:50:00,0,1,0,1,2018-01-20 08:40:00,2018-01-20 10:35:00,2018-01-20 10:35:00,520,635,104,127
PK478,2018-01-20 00:00:00, 8:40,NV6697,D,73H,2018-01-20 00:00:00, 9:45,NV6612,D,XOA,XOA,0,2018-01-20 08:40:00,2018-01-20 09:45:00,0,1,0,1,2018-01-20 08:40:00,2018-01-20 10:30:00,2018-01-20 10:30:00,520,630,104,126
PK479,2018-01-20 00:00:00, 8:45,NV6645,D,320,2018-01-20 00:00:00,10:20:00,NV6644,D,UOB,UOB,0,2018-01-20 08:45:00,2018-01-20 10:20:00,0,1,0,1,2018-01-20 08:45:00,2018-01-20 11:05:00,2018-01-20 11:05:00,525,665,105,133
PK480,2018-01-20 00:00:00, 8:45,NV6698,D,320,2018-01-20 00:00:00,21:35:00,NV6578,D,IGF,IGF,0,2018-01-20 08:45:00,2018-01-20 21:35:00,0,1,0,1,2018-01-20 08:45:00,2018-01-20 22:20:00,2018-01-20 22:20:00,525,1340,105,268
PK481,2018-01-20 00:00:00, 8:55,NV3620,D,73E,2018-01-20 00:00:00,10:00:00,NV626,I,XVI,LJY,0,2018-01-20 08:55:00,2018-01-20 10:00:00,0,1,1,0,2018-01-20 08:55:00,2018-01-20 10:45:00,2018-01-20 10:45:00,535,645,107,129
PK482,2018-01-20 00:00:00, 8:55,NV6684,D,320,2018-01-20 00:00:00,10:05:00,NV6684,D,UBP,LPX,0,2018-01-20 08:55:00,2018-01-20 10:05:00,0,1,0,1,2018-01-20 08:55:00,2018-01-20 10:50:00,2018-01-20 10:50:00,535,650,107,130
PK483,2018-01-20 00:00:00,9:00:00,NV603,I,33L,2018-01-20 00:00:00,10:25:00,NV603,D,TWP,TZY,1,2018-01-20 09:00:00,2018-01-20 10:25:00,1,0,0,1,2018-01-20 09:00:00,2018-01-20 11:10:00,2018-01-20 11:10:00,540,670,108,134
PK484,2018-01-20 00:00:00, 9:10,GN0631,D,738,2018-01-20 00:00:00,10:00:00,*****,D,XOA,***,0,2018-01-20 09:10:00,2018-01-20 10:00:00,0,1,0,1,2018-01-20 09:10:00,2018-01-20 10:45:00,2018-01-20 10:45:00,550,645,110,129
PK485,2018-01-20 00:00:00, 9:15,NV628,D,73H,2018-01-20 00:00:00,10:35:00,NV628,I,XVI,GVL,0,2018-01-20 09:15:00,2018-01-20 10:35:00,0,1,1,0,2018-01-20 09:15:00,2018-01-20 11:20:00,2018-01-20 11:20:00,555,680,111,136
PK486,2018-01-20 00:00:00, 9:20,GN0369,D,738,2018-01-20 00:00:00,10:35:00,GN0202,D,YNO,EMD,0,2018-01-20 09:20:00,2018-01-20 10:35:00,0,1,0,1,2018-01-20 09:20:00,2018-01-20 11:20:00,2018-01-20 11:20:00,560,680,112,136
PK487,2018-01-20 00:00:00, 9:20,NV698,D,773,2018-01-20 00:00:00,11:30:00,NV698,I,GPD,KGL,1,2018-01-20 09:20:00,2018-01-20 11:30:00,0,1,1,0,2018-01-20 09:20:00,2018-01-20 12:15:00,2018-01-20 12:15:00,560,735,112,147
PK488,2018-01-20 00:00:00, 9:25,NV6773,D,325,2018-01-20 00:00:00,10:40:00,NV6773,D,EMD,GPD,0,2018-01-20 09:25:00,2018-01-20 10:40:00,0,1,0,1,2018-01-20 09:25:00,2018-01-20 11:25:00,2018-01-20 11:25:00,565,685,113,137
PK489,2018-01-20 00:00:00, 9:30,GN0439,D,738,2018-01-20 00:00:00,11:00:00,GN0284,D,DHP,KOH,0,2018-01-20 09:30:00,2018-01-20 11:00:00,0,1,0,1,2018-01-20 09:30:00,2018-01-20 11:45:00,2018-01-20 11:45:00,570,705,114,141
PK490,2018-01-20 00:00:00, 9:35,NV3513,D,73H,2018-01-20 00:00:00,10:45:00,NV3512,D,UZO,UZO,0,2018-01-20 09:35:00,2018-01-20 10:45:00,0,1,0,1,2018-01-20 09:35:00,2018-01-20 11:30:00,2018-01-20 11:30:00,575,690,115,138
PK491,2018-01-20 00:00:00, 9:35,NV6655,D,320,2018-01-20 00:00:00,11:15:00,NV6622,D,ZOU,UBP,0,2018-01-20 09:35:00,2018-01-20 11:15:00,0,1,0,1,2018-01-20 09:35:00,2018-01-20 12:00:00,2018-01-20 12:00:00,575,720,115,144
PK492,2018-01-20 00:00:00, 9:40,GN0571,D,73H,2018-01-20 00:00:00,14:15:00,GN966,I,LXF,CLL,0,2018-01-20 09:40:00,2018-01-20 14:15:00,0,1,1,0,2018-01-20 09:40:00,2018-01-20 15:00:00,2018-01-20 15:00:00,580,900,116,180
PK493,2018-01-20 00:00:00, 9:40,NV6533,D,320,2018-01-20 00:00:00,11:05:00,NV6536,D,DLH,DLH,0,2018-01-20 09:40:00,2018-01-20 11:05:00,0,1,0,1,2018-01-20 09:40:00,2018-01-20 11:50:00,2018-01-20 11:50:00,580,710,116,142
PK494,2018-01-20 00:00:00, 9:45,GN0493,D,738,2018-01-20 00:00:00,10:50:00,GN0493,D,LXM,DHR,0,2018-01-20 09:45:00,2018-01-20 10:50:00,0,1,0,1,2018-01-20 09:45:00,2018-01-20 11:35:00,2018-01-20 11:35:00,585,695,117,139
PK495,2018-01-20 00:00:00, 9:45,NV6163,I,325,2018-01-20 00:00:00,11:25:00,NV6390,D,JDO,AVI,0,2018-01-20 09:45:00,2018-01-20 11:25:00,1,0,0,1,2018-01-20 09:45:00,2018-01-20 12:10:00,2018-01-20 12:10:00,585,730,117,146
PK496,2018-01-20 00:00:00, 9:50,GN0181,D,738,2018-01-20 00:00:00,11:05:00,GN0298,D,UTO,TIF,0,2018-01-20 09:50:00,2018-01-20 11:05:00,0,1,0,1,2018-01-20 09:50:00,2018-01-20 11:50:00,2018-01-20 11:50:00,590,710,118,142
PK497,2018-01-20 00:00:00, 9:50,GN0413,D,738,2018-01-20 00:00:00,11:10:00,GN0530,D,DBO,IOZ,0,2018-01-20 09:50:00,2018-01-20 11:10:00,0,1,0,1,2018-01-20 09:50:00,2018-01-20 11:55:00,2018-01-20 11:55:00,590,715,118,143
PK498,2018-01-20 00:00:00, 9:50,NV6479,D,319,2018-01-20 00:00:00,11:05:00,NV6752,D,DTY,EMD,0,2018-01-20 09:50:00,2018-01-20 11:05:00,0,1,0,1,2018-01-20 09:50:00,2018-01-20 11:50:00,2018-01-20 11:50:00,590,710,118,142
PK499,2018-01-20 00:00:00, 9:50,NV837,I,319,2018-01-20 00:00:00,13:00:00,NV3194,D,ILH,UTO,0,2018-01-20 09:50:00,2018-01-20 13:00:00,1,0,0,1,2018-01-20 09:50:00,2018-01-20 13:45:00,2018-01-20 13:45:00,590,825,118,165
PK500,2018-01-20 00:00:00, 9:55,GN0471,D,73A,2018-01-20 00:00:00,11:30:00,GN0208,D,AIB,BPH,0,2018-01-20 09:55:00,2018-01-20 11:30:00,0,1,0,1,2018-01-20 09:55:00,2018-01-20 12:15:00,2018-01-20 12:15:00,595,735,119,147
PK501,2018-01-20 00:00:00, 9:55,NV6313,D,325,2018-01-20 00:00:00,11:00:00,NV6518,D,IBL,DUV,0,2018-01-20 09:55:00,2018-01-20 11:00:00,0,1,0,1,2018-01-20 09:55:00,2018-01-20 11:45:00,2018-01-20 11:45:00,595,705,119,141
