"到达
航班","出发
航班",到达类型,出发类型,到达转场号,出发转场号,乘客数,E_mn,A_I,A_D,O_I,O_D,到达时刻,出发时刻,conn_gap_min,transfer_time_max,transfer_time_min
NV3992,NV346,D,I,PK474,PK456,3,0.0,0,1,1,0,2018-01-20 08:25:00,2018-01-20 12:10:00,225.0,73.0,55.0
NV6443,NV346,D,I,PK256,PK456,1,0.0,0,1,1,0,2018-01-20 10:10:00,2018-01-20 12:10:00,120.0,73.0,55.0
NV6731,NV346,D,I,PK262,PK456,2,0.0,0,1,1,0,2018-01-20 10:25:00,2018-01-20 12:10:00,105.0,73.0,55.0
NV632,NV346,D,I,PK258,PK456,3,0.0,0,1,1,0,2018-01-20 10:15:00,2018-01-20 12:10:00,115.0,73.0,55.0
NV3620,NV346,D,I,PK481,PK456,3,0.0,0,1,1,0,2018-01-20 08:55:00,2018-01-20 12:10:00,195.0,73.0,55.0
NV837,NV346,I,I,PK499,PK456,1,0.0,1,0,1,0,2018-01-20 09:50:00,2018-01-20 12:10:00,140.0,53.0,40.0
NV6684,NV614,D,I,PK482,PK260,1,0.0,0,1,1,0,2018-01-20 08:55:00,2018-01-20 12:15:00,200.0,73.0,55.0
NV6713,NV614,D,I,PK266,PK260,10,0.0,0,1,1,0,2018-01-20 10:35:00,2018-01-20 12:15:00,100.0,73.0,55.0
NV6773,NV614,D,I,PK488,PK260,1,0.0,0,1,1,0,2018-01-20 09:25:00,2018-01-20 12:15:00,170.0,73.0,55.0
NV6294,NV614,D,I,PK253,PK260,2,0.0,0,1,1,0,2018-01-20 10:00:00,2018-01-20 12:15:00,135.0,73.0,55.0
NV6731,NV614,D,I,PK262,PK260,3,0.0,0,1,1,0,2018-01-20 10:25:00,2018-01-20 12:15:00,110.0,73.0,55.0
NV6645,NV614,D,I,PK479,PK260,1,0.0,0,1,1,0,2018-01-20 08:45:00,2018-01-20 12:15:00,210.0,73.0,55.0
NV6684,NV670,D,I,PK482,PK468,1,0.0,0,1,1,0,2018-01-20 08:55:00,2018-01-20 12:25:00,210.0,73.0,55.0
NV6697,NV670,D,I,PK478,PK468,8,0.0,0,1,1,0,2018-01-20 08:40:00,2018-01-20 12:25:00,225.0,73.0,55.0
NV3120,NV670,D,I,PK257,PK468,1,0.0,0,1,1,0,2018-01-20 10:15:00,2018-01-20 12:25:00,130.0,73.0,55.0
NV6713,NV670,D,I,PK266,PK468,3,0.0,0,1,1,0,2018-01-20 10:35:00,2018-01-20 12:25:00,110.0,73.0,55.0
NV6135,NV670,I,I,PK475,PK468,1,0.0,1,0,1,0,2018-01-20 08:35:00,2018-01-20 12:25:00,230.0,53.0,40.0
NV6163,NV670,I,I,PK495,PK468,1,0.0,1,0,1,0,2018-01-20 09:45:00,2018-01-20 12:25:00,160.0,53.0,40.0
NV6479,NV670,D,I,PK498,PK468,2,0.0,0,1,1,0,2018-01-20 09:50:00,2018-01-20 12:25:00,155.0,73.0,55.0
NV3513,NV670,D,I,PK490,PK468,1,0.0,0,1,1,0,2018-01-20 09:35:00,2018-01-20 12:25:00,170.0,73.0,55.0
NV6773,NV670,D,I,PK488,PK468,1,0.0,0,1,1,0,2018-01-20 09:25:00,2018-01-20 12:25:00,180.0,73.0,55.0
NV698,NV670,D,I,PK487,PK468,5,0.0,0,1,1,0,2018-01-20 09:20:00,2018-01-20 12:25:00,185.0,73.0,55.0
NV6294,NV670,D,I,PK253,PK468,1,0.0,0,1,1,0,2018-01-20 10:00:00,2018-01-20 12:25:00,145.0,73.0,55.0
NV3992,NV670,D,I,PK474,PK468,6,0.0,0,1,1,0,2018-01-20 08:25:00,2018-01-20 12:25:00,240.0,73.0,55.0
NV628,NV670,D,I,PK485,PK468,1,0.0,0,1,1,0,2018-01-20 09:15:00,2018-01-20 12:25:00,190.0,73.0,55.0
NV643,NV670,I,I,PK269,PK468,2,0.0,1,0,1,0,2018-01-20 10:45:00,2018-01-20 12:25:00,100.0,53.0,40.0
NV6443,NV670,D,I,PK256,PK468,5,0.0,0,1,1,0,2018-01-20 10:10:00,2018-01-20 12:25:00,135.0,73.0,55.0
NV6700,NV670,D,I,PK473,PK468,2,0.0,0,1,1,0,2018-01-20 07:55:00,2018-01-20 12:25:00,270.0,73.0,55.0
GN0631,NV670,D,I,PK484,PK468,4,0.0,0,1,1,0,2018-01-20 09:10:00,2018-01-20 12:25:00,195.0,73.0,55.0
NV6577,NV670,D,I,PK477,PK468,1,0.0,0,1,1,0,2018-01-20 08:40:00,2018-01-20 12:25:00,225.0,73.0,55.0
NV6655,NV670,D,I,PK491,PK468,3,0.0,0,1,1,0,2018-01-20 09:35:00,2018-01-20 12:25:00,170.0,73.0,55.0
NV837,NV670,I,I,PK499,PK468,2,0.0,1,0,1,0,2018-01-20 09:50:00,2018-01-20 12:25:00,155.0,53.0,40.0
NV6513,NV670,D,I,PK254,PK468,2,0.0,0,1,1,0,2018-01-20 10:05:00,2018-01-20 12:25:00,140.0,73.0,55.0
NV6684,NV698,D,I,PK482,PK487,1,0.0,0,1,1,0,2018-01-20 08:55:00,2018-01-20 11:30:00,155.0,73.0,55.0
NV6697,NV698,D,I,PK478,PK487,4,0.0,0,1,1,0,2018-01-20 08:40:00,2018-01-20 11:30:00,170.0,73.0,55.0
NV659,NV698,I,I,PK471,PK487,9,0.0,1,0,1,0,2018-01-20 07:20:00,2018-01-20 11:30:00,250.0,53.0,40.0
NV6163,NV698,I,I,PK495,PK487,2,0.0,1,0,1,0,2018-01-20 09:45:00,2018-01-20 11:30:00,105.0,53.0,40.0
NV6479,NV698,D,I,PK498,PK487,1,0.0,0,1,1,0,2018-01-20 09:50:00,2018-01-20 11:30:00,100.0,73.0,55.0
NV6533,NV698,D,I,PK493,PK487,2,0.0,0,1,1,0,2018-01-20 09:40:00,2018-01-20 11:30:00,110.0,73.0,55.0
NV6294,NV698,D,I,PK253,PK487,2,0.0,0,1,1,0,2018-01-20 10:00:00,2018-01-20 11:30:00,90.0,73.0,55.0
NV3992,NV698,D,I,PK474,PK487,3,0.0,0,1,1,0,2018-01-20 08:25:00,2018-01-20 11:30:00,185.0,73.0,55.0
NV628,NV698,D,I,PK485,PK487,1,0.0,0,1,1,0,2018-01-20 09:15:00,2018-01-20 11:30:00,135.0,73.0,55.0
NV6700,NV698,D,I,PK473,PK487,2,0.0,0,1,1,0,2018-01-20 07:55:00,2018-01-20 11:30:00,215.0,73.0,55.0
NV6577,NV698,D,I,PK477,PK487,2,0.0,0,1,1,0,2018-01-20 08:40:00,2018-01-20 11:30:00,170.0,73.0,55.0
NV6157,NV698,I,I,PK467,PK487,1,0.0,1,0,1,0,2018-01-20 07:00:00,2018-01-20 11:30:00,270.0,53.0,40.0
NV6513,NV698,D,I,PK254,PK487,2,0.0,0,1,1,0,2018-01-20 10:05:00,2018-01-20 11:30:00,85.0,73.0,55.0
NV847,NV675,I,D,PK453,PK452,3,0.0,1,0,0,1,2018-01-20 05:00:00,2018-01-20 06:55:00,115.0,81.0,55.0
NV309,NV675,I,D,PK454,PK452,2,0.0,1,0,0,1,2018-01-20 05:15:00,2018-01-20 06:55:00,100.0,81.0,55.0
NV847,NV6700,I,D,PK453,PK473,2,0.0,1,0,0,1,2018-01-20 05:00:00,2018-01-20 09:30:00,270.0,81.0,55.0
NV689,NV6700,I,D,PK464,PK473,2,0.0,1,0,0,1,2018-01-20 06:25:00,2018-01-20 09:30:00,185.0,81.0,55.0
NV891,NV6700,I,D,PK458,PK473,1,0.0,1,0,0,1,2018-01-20 05:45:00,2018-01-20 09:30:00,225.0,81.0,55.0
NV847,NV6762,I,D,PK453,PK467,1,0.0,1,0,0,1,2018-01-20 05:00:00,2018-01-20 08:30:00,210.0,81.0,55.0
NV847,GN0678,I,D,PK453,PK442,1,0.0,1,0,0,1,2018-01-20 05:00:00,2018-01-20 08:30:00,210.0,81.0,55.0
NV847,NV6748,I,D,PK453,PK179,1,0.0,1,0,0,1,2018-01-20 05:00:00,2018-01-20 06:40:00,100.0,81.0,55.0
NV847,NV6376,I,D,PK453,PK168,1,0.0,1,0,0,1,2018-01-20 05:00:00,2018-01-20 09:25:00,265.0,81.0,55.0
NV849,NV6297,I,D,PK377,PK368,14,0.0,1,0,0,1,2018-01-20 19:40:00,2018-01-20 21:15:00,95.0,81.0,55.0
NV673,NV6297,I,D,PK373,PK368,2,0.0,1,0,0,1,2018-01-20 19:30:00,2018-01-20 21:15:00,105.0,81.0,55.0
NV3131,NV6297,I,D,PK351,PK368,1,0.0,1,0,0,1,2018-01-20 18:15:00,2018-01-20 21:15:00,180.0,81.0,55.0
NV849,NV699,I,D,PK377,PK374,5,0.0,1,0,0,1,2018-01-20 19:40:00,2018-01-20 21:40:00,120.0,81.0,55.0
NV831,NV699,I,D,PK353,PK374,3,0.0,1,0,0,1,2018-01-20 18:20:00,2018-01-20 21:40:00,200.0,81.0,55.0
NV399,NV699,I,D,PK359,PK374,2,0.0,1,0,0,1,2018-01-20 18:45:00,2018-01-20 21:40:00,175.0,81.0,55.0
NV3786,NV699,D,D,PK348,PK374,1,0.0,0,1,0,1,2018-01-20 18:00:00,2018-01-20 21:40:00,220.0,53.0,35.0
NV3131,NV699,I,D,PK351,PK374,1,0.0,1,0,0,1,2018-01-20 18:15:00,2018-01-20 21:40:00,205.0,81.0,55.0
NV849,NV6772,I,D,PK377,PK395,3,0.0,1,0,0,1,2018-01-20 19:40:00,2018-01-20 22:05:00,145.0,81.0,55.0
NV827,NV6772,I,D,PK382,PK395,1,0.0,1,0,0,1,2018-01-20 20:00:00,2018-01-20 22:05:00,125.0,81.0,55.0
NV6199,NV6772,I,D,PK372,PK395,1,0.0,1,0,0,1,2018-01-20 19:30:00,2018-01-20 22:05:00,155.0,81.0,55.0
NV6578,NV6772,D,D,PK394,PK395,1,0.0,0,1,0,1,2018-01-20 20:30:00,2018-01-20 22:05:00,95.0,53.0,35.0
NV849,NV3655,I,D,PK377,PK372,2,0.0,1,0,0,1,2018-01-20 19:40:00,2018-01-20 21:30:00,110.0,81.0,55.0
NV673,NV3655,I,D,PK373,PK372,2,0.0,1,0,0,1,2018-01-20 19:30:00,2018-01-20 21:30:00,120.0,81.0,55.0
NV6145,NV3655,I,D,PK343,PK372,2,0.0,1,0,0,1,2018-01-20 17:30:00,2018-01-20 21:30:00,240.0,81.0,55.0
NV633,NV3655,I,D,PK375,PK372,1,0.0,1,0,0,1,2018-01-20 19:35:00,2018-01-20 21:30:00,115.0,81.0,55.0
NV859,NV3655,I,D,PK366,PK372,1,0.0,1,0,0,1,2018-01-20 18:55:00,2018-01-20 21:30:00,155.0,81.0,55.0
NV849,NV3652,I,D,PK377,PK415,1,0.0,1,0,0,1,2018-01-20 19:40:00,2018-01-20 22:50:00,190.0,81.0,55.0
NV6753,NV3652,D,D,PK378,PK415,1,0.0,0,1,0,1,2018-01-20 19:50:00,2018-01-20 22:50:00,180.0,53.0,35.0
NV6633,NV3652,D,D,PK398,PK415,1,0.0,0,1,0,1,2018-01-20 21:00:00,2018-01-20 22:50:00,110.0,53.0,35.0
NV827,NV3652,I,D,PK382,PK415,6,0.0,1,0,0,1,2018-01-20 20:00:00,2018-01-20 22:50:00,170.0,81.0,55.0
NV6663,NV3652,D,D,PK365,PK415,1,0.0,0,1,0,1,2018-01-20 18:55:00,2018-01-20 22:50:00,235.0,53.0,35.0
NV849,NV6642,I,D,PK377,PK401,1,0.0,1,0,0,1,2018-01-20 19:40:00,2018-01-20 22:20:00,160.0,81.0,55.0
NV673,NV6642,I,D,PK373,PK401,1,0.0,1,0,0,1,2018-01-20 19:30:00,2018-01-20 22:20:00,170.0,81.0,55.0
NV633,NV6642,I,D,PK375,PK401,1,0.0,1,0,0,1,2018-01-20 19:35:00,2018-01-20 22:20:00,165.0,81.0,55.0
NV6199,NV6642,I,D,PK372,PK401,3,0.0,1,0,0,1,2018-01-20 19:30:00,2018-01-20 22:20:00,170.0,81.0,55.0
NV831,NV6642,I,D,PK353,PK401,1,0.0,1,0,0,1,2018-01-20 18:20:00,2018-01-20 22:20:00,240.0,81.0,55.0
NV337,NV6642,I,D,PK371,PK401,1,0.0,1,0,0,1,2018-01-20 19:20:00,2018-01-20 22:20:00,180.0,81.0,55.0
NV382,NV638,D,I,PK313,PK334,14,0.0,0,1,1,0,2018-01-20 15:20:00,2018-01-20 17:35:00,135.0,73.0,55.0
NV3654,NV638,D,I,PK294,PK334,1,0.0,0,1,1,0,2018-01-20 14:20:00,2018-01-20 17:35:00,195.0,73.0,55.0
NV302,NV638,D,I,PK319,PK334,3,0.0,0,1,1,0,2018-01-20 15:45:00,2018-01-20 17:35:00,110.0,73.0,55.0
NV613,NV638,I,I,PK303,PK334,1,0.0,1,0,1,0,2018-01-20 14:50:00,2018-01-20 17:35:00,165.0,53.0,40.0
NV813,NV638,I,I,PK324,PK334,1,0.0,1,0,1,0,2018-01-20 15:55:00,2018-01-20 17:35:00,100.0,53.0,40.0
NV6657,NV638,D,I,PK323,PK334,1,0.0,0,1,1,0,2018-01-20 15:55:00,2018-01-20 17:35:00,100.0,73.0,55.0
NV382,NV682,D,I,PK313,PK471,4,0.0,0,1,1,0,2018-01-20 15:20:00,2018-01-20 17:20:00,120.0,73.0,55.0
NV3654,NV682,D,I,PK294,PK471,1,0.0,0,1,1,0,2018-01-20 14:20:00,2018-01-20 17:20:00,180.0,73.0,55.0
NV657,NV682,I,I,PK316,PK471,1,0.0,1,0,1,0,2018-01-20 15:30:00,2018-01-20 17:20:00,110.0,53.0,40.0
NV674,NV682,D,I,PK280,PK471,2,0.0,0,1,1,0,2018-01-20 12:55:00,2018-01-20 17:20:00,265.0,73.0,55.0
NV613,NV682,I,I,PK303,PK471,1,0.0,1,0,1,0,2018-01-20 14:50:00,2018-01-20 17:20:00,150.0,53.0,40.0
NV382,NV624,D,I,PK313,PK344,3,0.0,0,1,1,0,2018-01-20 15:20:00,2018-01-20 18:40:00,200.0,73.0,55.0
NV6715,NV624,D,I,PK325,PK344,3,0.0,0,1,1,0,2018-01-20 16:05:00,2018-01-20 18:40:00,155.0,73.0,55.0
NV641,NV624,I,I,PK317,PK344,1,0.0,1,0,1,0,2018-01-20 15:35:00,2018-01-20 18:40:00,185.0,53.0,40.0
NV382,NV860,D,I,PK313,PK365,2,0.0,0,1,1,0,2018-01-20 15:20:00,2018-01-20 20:00:00,280.0,73.0,55.0
NV6145,NV860,I,I,PK343,PK365,3,0.0,1,0,1,0,2018-01-20 17:30:00,2018-01-20 20:00:00,150.0,53.0,40.0
NV3260,NV860,D,I,PK326,PK365,5,0.0,0,1,1,0,2018-01-20 16:15:00,2018-01-20 20:00:00,225.0,73.0,55.0
NV3702,NV860,D,I,PK330,PK365,4,0.0,0,1,1,0,2018-01-20 16:30:00,2018-01-20 20:00:00,210.0,73.0,55.0
NV831,NV860,I,I,PK353,PK365,2,0.0,1,0,1,0,2018-01-20 18:20:00,2018-01-20 20:00:00,100.0,53.0,40.0
NV641,NV860,I,I,PK317,PK365,2,0.0,1,0,1,0,2018-01-20 15:35:00,2018-01-20 20:00:00,265.0,53.0,40.0
NV627,NV860,I,I,PK322,PK365,2,0.0,1,0,1,0,2018-01-20 15:55:00,2018-01-20 20:00:00,245.0,53.0,40.0
NV6657,NV860,D,I,PK323,PK365,1,0.0,0,1,1,0,2018-01-20 15:55:00,2018-01-20 20:00:00,245.0,73.0,55.0
NV309,NV612,I,I,PK454,PK177,5,0.0,1,0,1,0,2018-01-20 05:15:00,2018-01-20 08:35:00,200.0,53.0,40.0
NV689,NV612,I,I,PK464,PK177,5,0.0,1,0,1,0,2018-01-20 06:25:00,2018-01-20 08:35:00,130.0,53.0,40.0
NV309,NV866,I,D,PK454,PK151,4,0.0,1,0,0,1,2018-01-20 05:15:00,2018-01-20 10:05:00,290.0,81.0,55.0
NV689,NV866,I,D,PK464,PK151,4,0.0,1,0,0,1,2018-01-20 06:25:00,2018-01-20 10:05:00,220.0,81.0,55.0
NV383,NV6685,I,D,PK290,PK300,3,0.0,1,0,0,1,2018-01-20 13:50:00,2018-01-20 15:55:00,125.0,81.0,55.0
NV6171,NV6685,I,D,PK295,PK300,2,0.0,1,0,0,1,2018-01-20 14:25:00,2018-01-20 15:55:00,90.0,81.0,55.0
NV383,NV0746,I,D,PK290,PK315,3,0.0,1,0,0,1,2018-01-20 13:50:00,2018-01-20 16:45:00,175.0,81.0,55.0
NV6153,NV0746,I,D,PK292,PK315,1,0.0,1,0,0,1,2018-01-20 14:00:00,2018-01-20 16:45:00,165.0,81.0,55.0
NV383,GN0348,I,D,PK290,PK307,2,0.0,1,0,0,1,2018-01-20 13:50:00,2018-01-20 16:35:00,165.0,81.0,55.0
NV6785,NV610,D,I,PK271,PK274,12,0.0,0,1,1,0,2018-01-20 11:00:00,2018-01-20 13:15:00,135.0,73.0,55.0
NV6713,NV610,D,I,PK266,PK274,2,0.0,0,1,1,0,2018-01-20 10:35:00,2018-01-20 13:15:00,160.0,73.0,55.0
NV6731,NV610,D,I,PK262,PK274,1,0.0,0,1,1,0,2018-01-20 10:25:00,2018-01-20 13:15:00,170.0,73.0,55.0
NV6785,NV662,D,I,PK271,PK094,3,0.0,0,1,1,0,2018-01-20 11:00:00,2018-01-20 13:00:00,120.0,73.0,55.0
NV3120,NV662,D,I,PK257,PK094,2,0.0,0,1,1,0,2018-01-20 10:15:00,2018-01-20 13:00:00,165.0,73.0,55.0
NV6479,NV662,D,I,PK498,PK094,1,0.0,0,1,1,0,2018-01-20 09:50:00,2018-01-20 13:00:00,190.0,73.0,55.0
NV6307,NV662,D,I,PK272,PK094,4,0.0,0,1,1,0,2018-01-20 11:05:00,2018-01-20 13:00:00,115.0,73.0,55.0
NV6655,NV662,D,I,PK491,PK094,1,0.0,0,1,1,0,2018-01-20 09:35:00,2018-01-20 13:00:00,205.0,73.0,55.0
NV6785,NV640,D,I,PK271,PK466,2,0.0,0,1,1,0,2018-01-20 11:00:00,2018-01-20 13:00:00,120.0,73.0,55.0
NV3120,NV640,D,I,PK257,PK466,1,0.0,0,1,1,0,2018-01-20 10:15:00,2018-01-20 13:00:00,165.0,73.0,55.0
NV6479,NV640,D,I,PK498,PK466,1,0.0,0,1,1,0,2018-01-20 09:50:00,2018-01-20 13:00:00,190.0,73.0,55.0
NV6535,NV640,D,I,PK273,PK466,4,0.0,0,1,1,0,2018-01-20 11:20:00,2018-01-20 13:00:00,100.0,73.0,55.0
NV6307,NV640,D,I,PK272,PK466,3,0.0,0,1,1,0,2018-01-20 11:05:00,2018-01-20 13:00:00,115.0,73.0,55.0
NV6698,NV640,D,I,PK480,PK466,2,0.0,0,1,1,0,2018-01-20 08:45:00,2018-01-20 13:00:00,255.0,73.0,55.0
NV6655,NV640,D,I,PK491,PK466,2,0.0,0,1,1,0,2018-01-20 09:35:00,2018-01-20 13:00:00,205.0,73.0,55.0
NV6785,NV676,D,I,PK271,PK463,1,0.0,0,1,1,0,2018-01-20 11:00:00,2018-01-20 14:35:00,215.0,73.0,55.0
NV820,NV676,D,I,PK263,PK463,10,0.0,0,1,1,0,2018-01-20 10:25:00,2018-01-20 14:35:00,250.0,73.0,55.0
NV6713,NV676,D,I,PK266,PK463,1,0.0,0,1,1,0,2018-01-20 10:35:00,2018-01-20 14:35:00,240.0,73.0,55.0
NV6163,NV676,I,I,PK495,PK463,5,0.0,1,0,1,0,2018-01-20 09:45:00,2018-01-20 14:35:00,290.0,53.0,40.0
NV305,NV676,I,I,PK270,PK463,2,0.0,1,0,1,0,2018-01-20 11:00:00,2018-01-20 14:35:00,215.0,53.0,40.0
NV303,NV676,I,I,PK268,PK463,3,0.0,1,0,1,0,2018-01-20 10:40:00,2018-01-20 14:35:00,235.0,53.0,40.0
NV6551,NV846,D,I,PK388,PK370,2,0.0,0,1,1,0,2018-01-20 20:15:00,2018-01-21 00:05:00,230.0,73.0,55.0
NV6753,NV846,D,I,PK378,PK370,1,0.0,0,1,1,0,2018-01-20 19:50:00,2018-01-21 00:05:00,255.0,73.0,55.0
NV6633,NV846,D,I,PK398,PK370,1,0.0,0,1,1,0,2018-01-20 21:00:00,2018-01-21 00:05:00,185.0,73.0,55.0
NV633,NV846,I,I,PK375,PK370,10,0.0,1,0,1,0,2018-01-20 19:35:00,2018-01-21 00:05:00,270.0,53.0,40.0
NV6405,NV846,D,I,PK418,PK370,10,0.0,0,1,1,0,2018-01-20 22:00:00,2018-01-21 00:05:00,125.0,73.0,55.0
NV6653,NV846,D,I,PK407,PK370,3,0.0,0,1,1,0,2018-01-20 21:20:00,2018-01-21 00:05:00,165.0,73.0,55.0
NV6725,NV846,D,I,PK389,PK370,2,0.0,0,1,1,0,2018-01-20 20:15:00,2018-01-21 00:05:00,230.0,73.0,55.0
NV6737,NV846,D,I,PK414,PK370,1,0.0,0,1,1,0,2018-01-20 21:45:00,2018-01-21 00:05:00,140.0,73.0,55.0
NV651,NV846,I,I,PK400,PK370,6,0.0,1,0,1,0,2018-01-20 21:05:00,2018-01-21 00:05:00,180.0,53.0,40.0
NV621,NV846,I,I,PK386,PK370,1,0.0,1,0,1,0,2018-01-20 20:10:00,2018-01-21 00:05:00,235.0,53.0,40.0
NV6642,NV846,D,I,PK401,PK370,2,0.0,0,1,1,0,2018-01-20 21:05:00,2018-01-21 00:05:00,180.0,73.0,55.0
NV6733,NV846,D,I,PK410,PK370,3,0.0,0,1,1,0,2018-01-20 21:30:00,2018-01-21 00:05:00,155.0,73.0,55.0
GN0629,NV846,D,I,PK406,PK370,1,0.0,0,1,1,0,2018-01-20 21:20:00,2018-01-21 00:05:00,165.0,73.0,55.0
NV6527,NV846,D,I,PK381,PK370,3,0.0,0,1,1,0,2018-01-20 20:00:00,2018-01-21 00:05:00,245.0,73.0,55.0
NV6772,NV846,D,I,PK395,PK370,3,0.0,0,1,1,0,2018-01-20 20:30:00,2018-01-21 00:05:00,215.0,73.0,55.0
NV6643,NV846,D,I,PK402,PK370,3,0.0,0,1,1,0,2018-01-20 21:10:00,2018-01-21 00:05:00,175.0,73.0,55.0
NV6551,NV826,D,I,PK388,PK382,1,0.0,0,1,1,0,2018-01-20 20:15:00,2018-01-20 21:55:00,100.0,73.0,55.0
NV6753,NV826,D,I,PK378,PK382,10,0.0,0,1,1,0,2018-01-20 19:50:00,2018-01-20 21:55:00,125.0,73.0,55.0
NV6145,NV826,I,I,PK343,PK382,5,0.0,1,0,1,0,2018-01-20 17:30:00,2018-01-20 21:55:00,265.0,53.0,40.0
NV6739,NV826,D,I,PK357,PK382,1,0.0,0,1,1,0,2018-01-20 18:35:00,2018-01-20 21:55:00,200.0,73.0,55.0
NV6171,NV6736,I,D,PK295,PK317,1,0.0,1,0,0,1,2018-01-20 14:25:00,2018-01-20 16:40:00,135.0,81.0,55.0
NV6685,NV6736,D,D,PK300,PK317,1,0.0,0,1,0,1,2018-01-20 14:45:00,2018-01-20 16:40:00,115.0,53.0,35.0
NV873,NV6736,I,D,PK296,PK317,2,0.0,1,0,0,1,2018-01-20 14:25:00,2018-01-20 16:40:00,135.0,81.0,55.0
NV6171,NV6556,I,D,PK295,PK282,1,0.0,1,0,0,1,2018-01-20 14:25:00,2018-01-20 16:30:00,125.0,81.0,55.0
NV6735,NV6556,D,D,PK286,PK282,8,0.0,0,1,0,1,2018-01-20 13:25:00,2018-01-20 16:30:00,185.0,53.0,35.0
NV6153,NV6556,I,D,PK292,PK282,1,0.0,1,0,0,1,2018-01-20 14:00:00,2018-01-20 16:30:00,150.0,81.0,55.0
NV6719,NV6556,D,D,PK288,PK282,1,0.0,0,1,0,1,2018-01-20 13:40:00,2018-01-20 16:30:00,170.0,53.0,35.0
NV6171,NV6462,I,D,PK295,PK323,1,0.0,1,0,0,1,2018-01-20 14:25:00,2018-01-20 17:05:00,160.0,81.0,55.0
NV689,NV6446,I,D,PK464,PK184,11,0.0,1,0,0,1,2018-01-20 06:25:00,2018-01-20 09:05:00,160.0,81.0,55.0
NV891,NV6446,I,D,PK458,PK184,1,0.0,1,0,0,1,2018-01-20 05:45:00,2018-01-20 09:05:00,200.0,81.0,55.0
NV689,NV6684,I,D,PK464,PK482,2,0.0,1,0,0,1,2018-01-20 06:25:00,2018-01-20 10:05:00,220.0,81.0,55.0
NV689,NV6644,I,D,PK464,PK479,1,0.0,1,0,0,1,2018-01-20 06:25:00,2018-01-20 10:20:00,235.0,81.0,55.0
NV665,NV6644,I,D,PK468,PK479,1,0.0,1,0,0,1,2018-01-20 07:00:00,2018-01-20 10:20:00,200.0,81.0,55.0
NV665,NV6576,I,D,PK468,PK472,2,0.0,1,0,0,1,2018-01-20 07:00:00,2018-01-20 09:30:00,150.0,81.0,55.0
NV891,NV6576,I,D,PK458,PK472,5,0.0,1,0,0,1,2018-01-20 05:45:00,2018-01-20 09:30:00,225.0,81.0,55.0
NV851,NV6576,I,D,PK461,PK472,1,0.0,1,0,0,1,2018-01-20 05:55:00,2018-01-20 09:30:00,215.0,81.0,55.0
NV665,NV628,I,I,PK468,PK485,1,0.0,1,0,1,0,2018-01-20 07:00:00,2018-01-20 10:35:00,215.0,53.0,40.0
NV393,NV628,I,I,PK472,PK485,1,0.0,1,0,1,0,2018-01-20 07:05:00,2018-01-20 10:35:00,210.0,53.0,40.0
NV3992,NV628,D,I,PK474,PK485,3,0.0,0,1,1,0,2018-01-20 08:25:00,2018-01-20 10:35:00,130.0,73.0,55.0
NV6698,NV628,D,I,PK480,PK485,3,0.0,0,1,1,0,2018-01-20 08:45:00,2018-01-20 10:35:00,110.0,73.0,55.0
NV3620,NV628,D,I,PK481,PK485,2,0.0,0,1,1,0,2018-01-20 08:55:00,2018-01-20 10:35:00,100.0,73.0,55.0
NV665,GN0630,I,D,PK468,PK448,1,0.0,1,0,0,1,2018-01-20 07:00:00,2018-01-20 09:15:00,135.0,81.0,55.0
NV673,NV6528,I,D,PK373,PK381,5,0.0,1,0,0,1,2018-01-20 19:30:00,2018-01-20 21:30:00,120.0,81.0,55.0
NV827,NV6528,I,D,PK382,PK381,4,0.0,1,0,0,1,2018-01-20 20:00:00,2018-01-20 21:30:00,90.0,81.0,55.0
NV399,NV6528,I,D,PK359,PK381,2,0.0,1,0,0,1,2018-01-20 18:45:00,2018-01-20 21:30:00,165.0,81.0,55.0
NV307,NV6528,I,D,PK334,PK381,1,0.0,1,0,0,1,2018-01-20 16:40:00,2018-01-20 21:30:00,290.0,81.0,55.0
NV6697,NV828,D,I,PK478,PK461,2,0.0,0,1,1,0,2018-01-20 08:40:00,2018-01-20 11:40:00,180.0,73.0,55.0
NV659,NV828,I,I,PK471,PK461,2,0.0,1,0,1,0,2018-01-20 07:20:00,2018-01-20 11:40:00,260.0,53.0,40.0
NV6479,NV828,D,I,PK498,PK461,1,0.0,0,1,1,0,2018-01-20 09:50:00,2018-01-20 11:40:00,110.0,73.0,55.0
NV6533,NV828,D,I,PK493,PK461,1,0.0,0,1,1,0,2018-01-20 09:40:00,2018-01-20 11:40:00,120.0,73.0,55.0
NV6773,NV828,D,I,PK488,PK461,1,0.0,0,1,1,0,2018-01-20 09:25:00,2018-01-20 11:40:00,135.0,73.0,55.0
NV6294,NV828,D,I,PK253,PK461,2,0.0,0,1,1,0,2018-01-20 10:00:00,2018-01-20 11:40:00,100.0,73.0,55.0
NV3992,NV828,D,I,PK474,PK461,2,0.0,0,1,1,0,2018-01-20 08:25:00,2018-01-20 11:40:00,195.0,73.0,55.0
NV628,NV828,D,I,PK485,PK461,2,0.0,0,1,1,0,2018-01-20 09:15:00,2018-01-20 11:40:00,145.0,73.0,55.0
NV3620,NV828,D,I,PK481,PK461,2,0.0,0,1,1,0,2018-01-20 08:55:00,2018-01-20 11:40:00,165.0,73.0,55.0
